Customer Name,Age,Gender,Marital Status,Education Level,Income Level,Occupation,Account Balance,Length of Time with Bank (Months),Transaction Frequency,Average Transaction Amount,Digital Banking Usage,Customer Service Interactions,Sentiment Score,Life Event,Competitor Proximity,Market Conditions,Customer Interactions,Product Usage,Customer Satisfaction,Customer Engagement
Mrs. Taylor Mason,81,Male,Widowed,Master's Degree,147497,Administrative,173.08767923620016,243,12,57.19451737070611,High,9,0.27696312359375685,Divorce,Close,Fair,36,Low,4,2
Bethany Coleman,80,Male,Divorced,Master's Degree,69548,Managerial,5278.307779141846,208,45,394.7460398284909,Low,19,0.09520304317064787,Birth,Moderate,Fair,11,High,3,2
Ebony Mclaughlin,18,Female,Single,High School,138096,Managerial,1240.0495094745645,274,67,662.7254157529682,Medium,3,0.575343981883426,Birth,Far,Poor,23,Medium,4,3
Kelly Garcia,50,Male,Single,Bachelor's Degree,174945,Professional,5116.415403719257,179,25,502.4455050849006,High,15,0.1613991200101943,Divorce,Far,Poor,7,High,3,4
Laura Valenzuela,41,Female,Widowed,Master's Degree,158632,Professional,9795.44233348244,63,88,129.456951632013,High,0,0.6391254781003818,None,Far,Fair,29,High,4,1
April Torres,53,Male,Widowed,PhD,55338,Professional,9483.048003919046,290,56,49.05737282326966,Medium,1,0.31419514548262606,Birth,Close,Good,47,High,4,2
Joshua Watts,39,Female,Widowed,Bachelor's Degree,72335,Technical,1654.6411576408038,115,11,994.5387425397946,Medium,5,0.26026284067425354,None,Moderate,Poor,7,High,1,4
Jennifer Sellers,45,Male,Widowed,High School,76696,Managerial,1261.6158783481667,170,7,41.13884052183237,Low,14,0.6146456764316112,None,Close,Poor,23,Low,2,1
Holly White,69,Female,Married,Bachelor's Degree,36951,Skilled Labor,2563.84955704942,112,62,78.94783035769596,Low,7,0.6923008524530659,Relocation,Moderate,Good,33,High,1,2
Michael Morris,40,Male,Widowed,High School,71637,Professional,8357.198550601723,162,27,105.09968646405238,High,11,0.4580551279522247,Birth,Moderate,Good,30,Medium,2,4
Anthony Stephenson,77,Female,Married,High School,27305,Professional,7496.085824904192,213,53,326.24261765709724,Low,8,0.5749996712604974,None,Far,Fair,31,Low,4,4
David Cook,86,Female,Widowed,Bachelor's Degree,49580,Administrative,4536.77576727713,9,40,161.17326093382474,Medium,5,0.4915713426858421,Marriage,Moderate,Poor,25,High,2,4
Lisa Martin,66,Female,Single,High School,105311,Administrative,264.5651863264642,142,68,418.2413110473153,Medium,3,0.3996733593873739,Relocation,Far,Good,47,Low,4,4
Marc Oliver,50,Female,Divorced,Master's Degree,45573,Administrative,5204.140885803022,105,85,163.17656480707083,Medium,5,0.8216730076352797,Divorce,Close,Good,38,Medium,4,1
Rebecca Kline,49,Female,Widowed,High School,95183,Managerial,7510.670645098066,66,31,579.0969008972725,High,7,0.3696056681289769,Divorce,Moderate,Poor,33,Low,3,4
Kylie Freeman,57,Male,Single,PhD,89418,Administrative,4531.095964931472,71,6,96.42802338095609,Low,5,0.4307073222855795,Marriage,Far,Good,49,Medium,2,4
William Schwartz,28,Male,Married,PhD,59925,Professional,7994.737000060193,72,51,514.4595712221036,Medium,4,0.06817386519226898,Divorce,Close,Poor,23,Low,3,1
Michelle Chan,23,Female,Single,Bachelor's Degree,170965,Professional,1973.5814337977165,204,86,123.85681858728377,Low,8,0.6700847966980762,None,Moderate,Good,2,Low,4,2
Kimberly Welch,79,Female,Married,Master's Degree,49753,Skilled Labor,4095.756079099346,30,85,182.44458349360883,High,15,0.33897525604027223,Birth,Far,Fair,0,Medium,2,4
Amanda Obrien,84,Male,Widowed,Master's Degree,64786,Administrative,7405.260449139415,255,94,593.7516833832904,High,19,0.8689067720582189,Relocation,Far,Good,39,Low,1,4
Tricia Ferguson,30,Female,Single,Master's Degree,73974,Skilled Labor,6535.024604897275,225,0,337.94097291178997,High,2,0.008457111465307698,Relocation,Far,Poor,30,Medium,3,4
Tracy Coleman,23,Female,Widowed,High School,33291,Professional,6050.186195261053,180,1,62.45075253059948,Medium,7,0.3418498477480777,Marriage,Far,Good,22,Medium,2,3
David Bright,26,Male,Divorced,Bachelor's Degree,189958,Skilled Labor,4814.545457020885,87,57,798.9171244674214,Low,0,0.7804663690792455,Marriage,Far,Fair,30,Low,3,2
Lori Hood,76,Male,Single,Bachelor's Degree,133840,Professional,4499.395059044959,5,83,433.95678922941755,High,14,0.9406275944871187,Birth,Close,Poor,22,Low,1,1
Amy Miller,60,Female,Single,Master's Degree,37260,Managerial,4637.59139588894,161,54,536.9313010576798,High,3,0.052828169116868384,Divorce,Moderate,Poor,31,High,4,4
Grant Roberts,83,Female,Widowed,High School,77480,Professional,1614.2816395272664,100,65,459.76098213588386,High,3,0.011457158370359766,Marriage,Far,Good,12,Medium,2,4
Brittany Moore,36,Female,Married,PhD,151866,Professional,8748.362438695855,200,89,730.5576748013405,Medium,19,0.6844927698542562,None,Far,Fair,26,Low,2,4
Aaron Ho,26,Female,Single,Master's Degree,98144,Skilled Labor,754.438655719929,229,67,318.5163328473646,Low,16,0.411902611803026,Divorce,Moderate,Good,37,High,4,4
Mr. Steven Rodriguez PhD,77,Male,Widowed,Master's Degree,114985,Administrative,7959.171325162853,43,37,566.4878312715317,Low,3,0.4144159092292835,Birth,Far,Good,21,High,2,4
Timothy Houston,60,Male,Married,High School,133903,Unskilled Labor,4013.364188292765,53,70,362.75929473539685,Medium,11,0.9873059350737826,Marriage,Far,Good,26,Low,2,3
Thomas Kline,57,Male,Single,PhD,75047,Technical,380.0271095922569,254,69,138.55003848388515,Medium,9,0.29251939248970404,Divorce,Moderate,Fair,44,Medium,1,3
Brandon Rodriguez,41,Female,Single,High School,90393,Unskilled Labor,3851.2231075925083,72,36,152.59122690209054,Medium,5,0.21005462479771786,Marriage,Moderate,Fair,5,Low,3,3
Jacqueline Edwards,30,Male,Single,Master's Degree,186941,Technical,5477.109758589442,296,61,996.2607034949456,High,18,0.5194497295390705,Marriage,Far,Fair,40,Low,3,4
David Stone,29,Female,Divorced,High School,165386,Technical,6513.773104162848,202,4,563.5084455070613,Medium,14,0.13594354757798144,Divorce,Far,Fair,2,Medium,1,3
Debbie Edwards,58,Male,Widowed,High School,80296,Professional,4558.097988780465,69,66,719.5852180012727,High,19,0.7342421398388695,Birth,Moderate,Fair,42,High,3,4
Katherine Estrada,54,Male,Married,Bachelor's Degree,135289,Unskilled Labor,2152.4441126660245,270,38,33.537533268278175,Medium,10,0.1664263142948823,Divorce,Moderate,Good,21,Low,3,4
Daniel Maxwell,57,Female,Widowed,Bachelor's Degree,62687,Managerial,3304.4918736869467,104,94,225.39683120795132,Low,9,0.9333022475320509,None,Close,Good,39,Medium,3,3
Jamie Grant,25,Female,Divorced,Master's Degree,36323,Skilled Labor,6329.678697708502,251,16,295.0208792060761,Medium,2,0.6741409090915208,Birth,Close,Poor,40,High,4,4
Kimberly Rice,77,Male,Married,PhD,168513,Professional,334.50724700579303,290,75,194.55913753945717,Low,6,0.5207504842414622,Marriage,Far,Fair,47,High,1,4
Dr. Angela Randolph DDS,21,Male,Widowed,High School,70637,Unskilled Labor,6960.742797525645,225,28,844.3115727057186,High,2,0.5535474978738785,Divorce,Far,Poor,34,Low,4,2
Robert Mejia,24,Female,Single,PhD,195150,Skilled Labor,5045.755916286631,187,4,550.4982273945657,Medium,15,0.1899993792344007,Marriage,Moderate,Good,14,High,2,4
Michelle Brown,86,Female,Married,PhD,137886,Technical,4736.304668137172,196,8,287.9135048270318,Low,1,0.25990710097574343,Marriage,Close,Poor,9,Low,1,2
Joshua Kelly,65,Male,Single,Bachelor's Degree,195195,Skilled Labor,3969.2704556412573,47,40,411.5628525816136,High,11,0.2728911666727236,None,Moderate,Poor,30,High,1,4
Cheryl Williams,86,Male,Single,PhD,58025,Administrative,6972.167665513865,130,89,237.1615082948114,Low,11,0.4817927029509267,Relocation,Far,Poor,38,Low,2,4
Melissa Smith,87,Female,Widowed,High School,196870,Skilled Labor,212.83105469045327,223,37,188.05108190324208,Low,17,0.08976612713149468,Marriage,Close,Good,10,Medium,1,3
Nancy Lee,60,Male,Widowed,High School,91383,Managerial,4395.4231966392845,118,34,579.1647978465977,Low,10,0.6404198634026632,Relocation,Close,Good,49,Medium,2,1
Laura Herring,87,Female,Married,PhD,183348,Professional,5318.309098627836,69,79,278.44993961104257,Medium,8,0.8666449823743148,Relocation,Far,Good,10,Medium,3,4
Lisa Francis,42,Female,Widowed,PhD,158778,Technical,3496.3513555063073,37,95,390.9681237096846,Medium,4,0.21164317704998192,None,Far,Fair,5,High,2,2
Amy Gonzales,40,Male,Divorced,PhD,75206,Managerial,9792.733582569646,257,2,950.5555561114271,Low,2,0.6037697745200229,Relocation,Far,Good,4,Low,4,4
Corey Carter,33,Female,Widowed,High School,133270,Unskilled Labor,2800.4512551934313,180,18,423.1098651090995,High,7,0.11624031502120857,Relocation,Close,Good,10,Medium,1,2
Deanna Barajas,80,Male,Divorced,PhD,100183,Technical,1375.6131143609018,131,97,644.3986444710872,Medium,0,0.6177534115106362,Relocation,Far,Fair,49,High,4,3
Kristopher Gonzales,34,Male,Married,High School,91902,Professional,5484.264128040392,73,24,149.25147965865744,Low,12,0.5596205619732362,Divorce,Far,Good,43,High,3,1
Katie Lin,52,Male,Divorced,PhD,177780,Administrative,3571.2167664475814,187,8,610.831887750762,Low,14,0.5389299754548318,Divorce,Close,Poor,13,Medium,3,2
Bridget Norman,52,Male,Widowed,Bachelor's Degree,72271,Technical,2705.7687289684063,63,40,442.12494104633475,Medium,18,0.9170447323045601,Relocation,Far,Good,23,Low,4,3
Justin Thomas,42,Female,Married,Master's Degree,86972,Administrative,6265.39742532833,168,76,271.63310470625606,Medium,12,0.13674399298494944,None,Close,Poor,10,Medium,3,3
Nicholas Roberts,47,Male,Divorced,PhD,66375,Skilled Labor,3384.062321298158,184,29,879.0141660982855,Medium,4,0.615110518982843,Divorce,Moderate,Good,2,High,1,1
Ruth Bates,79,Female,Married,Master's Degree,22286,Skilled Labor,9349.464052170422,247,29,33.12302044155018,Medium,12,0.19263684066978748,None,Moderate,Good,35,Medium,1,1
Carolyn Silva,61,Female,Single,Master's Degree,159183,Skilled Labor,8652.847883546188,43,51,220.06517987230447,Low,2,0.854104553580195,Marriage,Far,Poor,2,Medium,4,2
Joshua Smith,85,Female,Married,PhD,182626,Technical,3122.3833078650855,236,53,652.6852007306056,High,6,0.873242302401352,Birth,Close,Poor,5,Medium,3,4
Madison Watson,39,Female,Divorced,High School,175081,Technical,8815.646811504368,136,0,355.32512684159366,Low,4,0.6710553191609635,Relocation,Moderate,Fair,12,Low,1,3
Paul Wilson,84,Male,Divorced,PhD,198403,Technical,6917.372630216986,286,15,473.20047446750414,Medium,2,0.6461775050810643,Birth,Moderate,Good,43,Medium,4,3
Joshua Reyes,22,Male,Single,Master's Degree,157250,Skilled Labor,4557.943700710894,203,58,24.988325531296347,Medium,10,0.33262895842312734,Divorce,Far,Good,3,High,3,1
Jared Myers,80,Female,Divorced,Master's Degree,162493,Unskilled Labor,4192.892340765877,249,21,481.26969312738754,High,11,0.0016373562881549786,Divorce,Close,Poor,15,Low,4,4
Mario Buchanan,54,Female,Divorced,PhD,38431,Skilled Labor,937.1467602085227,118,77,161.60045768708898,Low,5,0.7250500910186267,Birth,Moderate,Fair,36,High,4,2
Roberto Franklin,45,Female,Divorced,Bachelor's Degree,167350,Professional,7813.953574799555,77,72,769.1592220560674,Low,18,0.6159704373613464,Relocation,Far,Good,2,High,4,1
Lauren Mack,43,Male,Widowed,PhD,176495,Professional,1544.7534071306568,111,4,264.36137465645504,Medium,1,0.5555315586699724,Divorce,Moderate,Poor,14,High,2,4
Thomas Leach,42,Male,Married,Bachelor's Degree,79505,Professional,1839.1419113134243,225,77,395.1305388746146,Low,17,0.864467087860501,Divorce,Moderate,Poor,32,Medium,4,2
John Whitney,59,Female,Married,High School,172768,Managerial,5429.685693602079,125,62,243.65785488858447,High,3,0.8073314856877187,Relocation,Moderate,Good,5,Medium,3,2
Stacey Hobbs,47,Male,Widowed,Bachelor's Degree,72820,Unskilled Labor,2686.274133592005,16,50,176.47757989445532,Medium,16,0.23292525929458496,None,Moderate,Poor,47,Low,2,1
Zachary Wright,82,Female,Married,High School,46081,Professional,9178.813819007724,106,57,442.468027384009,Medium,9,0.5818961818488166,Divorce,Moderate,Poor,47,High,1,4
Carolyn Copeland,88,Female,Divorced,Bachelor's Degree,103917,Administrative,8810.93618924137,281,99,361.72718196330504,Low,18,0.5103475707165186,None,Far,Fair,45,Low,3,2
William Richards,64,Male,Single,High School,94324,Unskilled Labor,5580.791744235673,47,34,13.838295509186494,Medium,0,0.5946276676573964,Birth,Moderate,Fair,40,High,4,1
Danielle Avery,84,Male,Divorced,Master's Degree,50342,Technical,6208.399449061065,89,25,456.13485655998096,Medium,11,0.7521013161304505,Marriage,Far,Fair,42,High,2,2
Becky Brown,35,Male,Married,Bachelor's Degree,91960,Unskilled Labor,9418.520123268925,43,54,382.50535494366875,Medium,16,0.7436334704950468,Relocation,Moderate,Good,33,High,1,1
Kevin Nguyen,46,Female,Single,Bachelor's Degree,82582,Professional,6973.6337756349885,239,43,447.7110626567109,Medium,13,0.7880722146757245,Marriage,Moderate,Poor,46,Medium,4,4
Yvette Rhodes,33,Male,Single,Bachelor's Degree,93984,Administrative,3021.0449535777916,212,74,382.8689767145258,High,6,0.03513034440513829,Relocation,Close,Good,32,High,1,3
Peter Hopkins,22,Female,Married,High School,36700,Managerial,4665.972143450308,7,87,86.30634833059584,High,16,0.8980917959983067,Divorce,Far,Good,35,Medium,1,2
Elizabeth Sweeney,18,Male,Widowed,High School,62713,Skilled Labor,770.422630244405,241,25,136.45738189506352,Low,3,0.5721633073177881,Relocation,Far,Good,13,Medium,3,2
Brian Greene,72,Male,Married,Bachelor's Degree,192921,Technical,2286.981108544294,111,93,777.8912156534486,Low,9,0.6063932220197541,Marriage,Close,Good,39,Medium,4,4
Kevin Snyder,86,Female,Single,High School,177424,Unskilled Labor,6281.324892355,273,35,263.8414692949508,Medium,6,0.9642871274241658,None,Close,Good,18,Low,3,4
Justin Potter,83,Female,Widowed,Bachelor's Degree,155030,Skilled Labor,1838.1760039648832,87,99,831.6345225634227,High,18,0.5629314695942979,Marriage,Far,Good,24,Low,1,3
Paige Ruiz,48,Male,Divorced,Bachelor's Degree,27087,Unskilled Labor,3036.834877084463,171,81,926.5896489999517,Low,19,0.5360103404424128,Relocation,Moderate,Fair,44,Low,2,4
Allison Montgomery,18,Female,Single,Bachelor's Degree,82639,Professional,3412.19124685365,236,88,943.6968999609649,High,13,0.6175140817638028,Marriage,Close,Good,10,Low,2,1
Christine Solomon,70,Female,Widowed,PhD,177921,Technical,6389.579124431253,187,60,561.9163410202179,High,9,0.23802479487453365,Relocation,Far,Good,33,High,4,4
Margaret Johnson,72,Male,Married,PhD,104396,Skilled Labor,5437.490593697358,139,81,58.12565543919115,Medium,18,0.14929421985377567,None,Far,Fair,24,Medium,4,4
Michael Randolph,88,Male,Divorced,High School,89434,Technical,3414.321568905726,283,32,949.0114676828334,Low,13,0.8823277786260351,Marriage,Moderate,Fair,32,Low,3,2
Sean Miller,54,Male,Single,PhD,119297,Managerial,5936.481719824444,228,27,265.90572705091733,Low,1,0.6372359919506021,None,Far,Fair,27,Low,1,2
Alexandra Medina,81,Female,Divorced,Bachelor's Degree,198364,Skilled Labor,8848.689691790381,286,26,93.72330371414984,Low,12,0.07240191766102244,Relocation,Far,Poor,35,Low,4,2
Jeffrey Sanchez,50,Male,Married,Master's Degree,89576,Unskilled Labor,3257.777771586724,45,90,502.54696599991746,High,8,0.8532870079549287,Relocation,Far,Good,27,High,1,3
Nicholas Miranda,68,Female,Widowed,Master's Degree,54822,Administrative,2275.4729716980405,192,41,682.388431410628,High,7,0.13108672835862412,None,Moderate,Fair,30,High,3,4
Holly Huffman,63,Male,Single,Bachelor's Degree,140333,Unskilled Labor,1399.6398587431413,241,89,208.82916742173234,Medium,4,0.5577964715143827,Birth,Close,Fair,6,Medium,3,2
Kelly Garcia,36,Female,Married,High School,49147,Unskilled Labor,6982.785578932455,48,0,222.20752240647042,Low,1,0.20919388790204485,Divorce,Far,Good,46,Medium,2,4
Whitney Davis,78,Female,Divorced,PhD,103860,Skilled Labor,9283.783691725028,86,70,864.4471013267412,Low,5,0.09351265692952215,Marriage,Far,Good,37,High,1,2
Brian Callahan,55,Female,Single,PhD,159360,Administrative,1632.74109988111,8,50,108.78885532343087,Low,0,0.37063252121474366,Birth,Close,Poor,27,High,3,4
Ashley Sims,60,Female,Widowed,PhD,129385,Managerial,5507.075629989662,51,95,519.2314679190833,High,13,0.4503751335126013,Divorce,Close,Poor,4,High,4,2
Alicia Jordan,68,Male,Married,High School,70442,Managerial,3838.378151575663,99,89,172.89103702366927,High,18,0.9043835234452987,Marriage,Moderate,Poor,45,Medium,3,2
Dawn Sellers,77,Male,Married,High School,183069,Unskilled Labor,3663.883137028918,26,2,650.4230228015344,Medium,2,0.5395533089286118,Marriage,Far,Poor,30,Low,3,4
Peter Miller,26,Male,Divorced,PhD,91047,Administrative,5289.59569450921,124,4,966.3011457182618,High,16,0.5539994304731677,Marriage,Moderate,Good,5,Low,1,4
Rachel Romero,29,Female,Divorced,High School,187698,Managerial,5761.787973598791,283,43,766.2388743582698,High,18,0.49533840091304693,Divorce,Close,Poor,28,Medium,3,4
Mrs. Kristin Hudson,22,Male,Divorced,High School,58440,Technical,1286.7001940635125,258,0,16.084136740708963,High,15,0.4504810160221726,Divorce,Close,Poor,40,Medium,2,4
Paige Peterson,62,Male,Divorced,High School,52778,Professional,5100.139378652347,29,52,222.95661778145967,Low,0,0.1452459589304652,Marriage,Close,Fair,26,Medium,1,4
Heidi Herring,66,Female,Divorced,PhD,89550,Professional,5188.927329281742,159,51,179.03712954826528,Medium,12,0.17298952186901362,Relocation,Moderate,Poor,35,High,2,4
James Rollins MD,89,Male,Married,PhD,74549,Skilled Labor,7501.493415683288,5,57,790.263825425519,Medium,19,0.8615765037911425,Relocation,Far,Poor,35,High,3,1
Isabella Hernandez,31,Female,Married,PhD,176602,Technical,750.100122615559,127,86,838.1999263065842,Medium,12,0.6170763492529511,Relocation,Moderate,Poor,33,Low,4,1
Dan Goodwin,29,Female,Single,PhD,162611,Unskilled Labor,8268.476898844132,55,34,555.5247771837384,Low,9,0.014386864038153258,Birth,Far,Poor,4,Medium,2,4
Joy Crosby,54,Male,Single,Master's Degree,83748,Professional,6554.4999656066075,5,66,833.8467386335064,Low,18,0.5892251159446852,None,Close,Poor,14,High,2,3
Alison Mann,33,Female,Married,PhD,95024,Administrative,978.1739180386206,274,63,246.46559417863267,Medium,12,0.9861232907488792,Relocation,Far,Good,16,Low,1,2
Rebecca Schultz,71,Male,Widowed,High School,33194,Skilled Labor,1577.8328340610426,282,30,71.53241340351939,High,0,0.35515949775989897,Birth,Far,Good,8,High,4,3
Allison Snow,78,Female,Single,Bachelor's Degree,189271,Technical,2075.5714647337563,151,15,960.5355960125663,Medium,17,0.2786783116270404,Birth,Close,Fair,15,Low,2,1
Laura Torres,44,Female,Divorced,High School,178692,Administrative,3403.357965437556,17,11,283.66932472624455,High,12,0.9598554405163905,Birth,Close,Good,49,High,4,4
Larry Smith,56,Male,Widowed,High School,24110,Unskilled Labor,1075.617100786902,54,7,503.49861281786923,Medium,8,0.021675840122362677,Divorce,Close,Good,11,Medium,4,2
Jeffrey Chambers,58,Female,Divorced,PhD,179779,Administrative,3388.495847088966,22,51,540.2112527312235,Low,15,0.46459220108109556,Marriage,Close,Poor,49,Low,4,2
Tammy Grant PhD,83,Male,Single,PhD,156707,Skilled Labor,7397.803903718704,36,68,339.2412288979571,Low,13,0.49304420814815275,Divorce,Moderate,Fair,43,Low,3,4
Erica Baker,36,Male,Single,High School,133005,Administrative,9811.798059616687,140,57,878.0847940845197,Low,5,0.034329303038902026,Relocation,Moderate,Good,43,Low,2,2
